Image,Name,Description,Difficulty,Time
https://origami-database.com/wp-content/uploads/DSC02267-export-900x900.jpg,Penguin,Simple penguin model with reverse-colored front.,Easy,3 min.
https://origami-database.com/wp-content/uploads/DSC02248-export-900x900.jpg,Snake,Flat snake model with reverse-colored eyes and tongue.,Intermediate,25 min.
https://origami-database.com/wp-content/uploads/DSC02274-export-900x900.jpg,Bison,Bovine model with forward-leaning pose.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC02244-export-900x900.jpg,Whale,Blocky whale model.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC02287-export-900x900.jpg,Anglerfish,Anglerfish model with large mouth that can be animated.,Moderate,26 min.
https://origami-database.com/wp-content/uploads/DSC02290-export-900x900.jpg,Bellsprout,Plant Pokémon with reverse colored leaves and lips.,Intermediate,27 min.
https://origami-database.com/wp-content/uploads/DSC02436-export-900x900.jpg,Mount Fuji,Volcano with reverse-colored peak.,Easy,12 min.
https://origami-database.com/wp-content/uploads/DSC02439-export-900x900.jpg,Dragon,"Standing dragon with long, straight neck.",Intermediate,26 min.
https://origami-database.com/wp-content/uploads/DSC02450-export-900x900.jpg,Cattle,"Cow with distinctive head and reverse-colored head, tail and underside.",Moderate,32 min.
https://origami-database.com/wp-content/uploads/DSC02447-export-900x900.jpg,Vaporeon,Pokémon model with long fish-like tail and reverse-colored fin around its neck.,Moderate,40 min.
https://origami-database.com/wp-content/uploads/DSC02453-export-900x900.jpg,Jolteon,Pokémon model with spikey tail and reverse-colored ruff.,Moderate,44 min.
https://origami-database.com/wp-content/uploads/DSC02444-export-900x900.jpg,Flareon,Quadrupedal Pokémon model with flaming tail and head.,Moderate,36 min.
https://origami-database.com/wp-content/uploads/DSC02438-export-900x900.jpg,Crested Kingfisher,Bird model with large break and crest on its head.,Moderate,37 min.
https://origami-database.com/wp-content/uploads/DSC02433-export-900x900.jpg,Goose,Standing goose model with reverse-colored legs and beak.,Intermediate,36 min.
https://origami-database.com/wp-content/uploads/DSC02247-export-900x900.jpg,Fox 2017,Abstract fox model with large tail.,Moderate,11 min.
https://origami-database.com/wp-content/uploads/DSC02281-export-900x900.jpg,Frilled Lizard,Standing lizard with large frill around its neck.,Intermediate,40 min.
https://origami-database.com/wp-content/uploads/DSC02250-export-900x900.jpg,Mole,Front end of a mole with three-digit claws.,Moderate,9 min.
https://origami-database.com/wp-content/uploads/DSC02280-export-900x900.jpg,Polar Bear,Abstract polar bear model with distinct ears.,Moderate,9 min.
https://origami-database.com/wp-content/uploads/DSC02254-export-900x900.jpg,Mermaid,"Flat abstract mermaid model with reverse-colored head, body and arms.",Moderate,25 min.
https://origami-database.com/wp-content/uploads/DSC02252-export-900x900.jpg,Chick,Stylized bird chick with wings.,Easy,6 min.
https://origami-database.com/wp-content/uploads/DSC02234-export-900x900.jpg,Western Dragon,Quadrupal dragon with curved tail and horned head.,Intermediate,48 min.
https://origami-database.com/wp-content/uploads/DSC02251-export-900x900.jpg,Kiwi,Standing kiwi bird with reverse-colored beak and feet.,Moderate,20 min.
https://origami-database.com/wp-content/uploads/DSC02233-export-900x900.jpg,Wyvern,Wyvern model with horned head.,Intermediate,43 min.
https://origami-database.com/wp-content/uploads/DSC02236-export-900x900.jpg,Three-headed Dragon,Three-headed bipedal dragon with horned heads and two claws.,Intermediate,1 hr. 35 min.
https://origami-database.com/wp-content/uploads/DSC02231-export-900x900.jpg,A Butterfly for Mr. Makoto Yamaguchi,Butterfly with reverse-colored body and wing details.,Moderate,22 min.
https://origami-database.com/wp-content/uploads/DSC02229-export-900x900.jpg,Cerberus,Standing three-headed dog model.,Intermediate,43 min.
https://origami-database.com/wp-content/uploads/DSC02225-export-900x900.jpg,Griffin,"Griffin model pronounced beak, ears and wings.",Intermediate,50 min.
https://origami-database.com/wp-content/uploads/DSC02226-export-900x900.jpg,Pegasus,Winged horse model with one-sided mane.,Intermediate,50 min.
https://origami-database.com/wp-content/uploads/DSC02223-export2-900x900.jpg,Bride,Female figure in long wedding dress with veil.,Intermediate,47 min.
https://origami-database.com/wp-content/uploads/DSC02221-export-900x900.jpg,Groom,Humanoid figure in suit.,Moderate,40 min.
https://origami-database.com/wp-content/uploads/DSC02215-export-900x900.jpg,Unicorn,"Standing unicorn with long, twisted horn.",Intermediate,46 min.
https://origami-database.com/wp-content/uploads/DSC02216-export-900x900.jpg,Snapping turtle,3D turtle model with segmented shell and claws with five digits.,Intermediate,1 hr. 50 min.
https://origami-database.com/wp-content/uploads/DSC02185-export-900x900.jpg,Rooster,Standing rooster model.,Intermediate,35 min.
https://origami-database.com/wp-content/uploads/DSC02183-export-900x900.jpg,Ram,Standing ram model with distinctive horns and beard.,Intermediate,32 min.
https://origami-database.com/wp-content/uploads/DSC02182-export-900x900.jpg,Dog,Standing dog model with hanging ears.,Moderate,31 min.
https://origami-database.com/wp-content/uploads/DSC02178-export-900x900.jpg,Monkey,Monkey standing on its hind legs with curled tail and distinctive face.,Intermediate,39 min.
https://origami-database.com/wp-content/uploads/DSC02187-export-900x900.jpg,Sea Serpent,Long-tailed serpent with wings and horned head.,Moderate,29 min.
https://origami-database.com/wp-content/uploads/DSC02101-export-900x900.jpg,Horse,Horse model with mane on one side.,Moderate,28 min.
https://origami-database.com/wp-content/uploads/DSC02103-export-900x900.jpg,Boar,"Model with distinctive body shape, tail, tusks and snout.",Moderate,30 min.
https://origami-database.com/wp-content/uploads/DSC02111-export-900x900.jpg,Pegasus,"Detailed pegasus model with reverse-colored wing sides, mane and eyes.",Hard,2 hr. 35 min.
https://origami-database.com/wp-content/uploads/DSC01808-export-900x900.jpg,Winged Sonobe (cube),Modular origami cube made from six sheets.,Moderate,23 min.
https://origami-database.com/wp-content/uploads/DSC02106-export-900x900.jpg,Metapod,Cocooned insect from the Pokémon franchise.,Moderate,17 min.
https://origami-database.com/wp-content/uploads/DSC01989-export-900x900.jpg,Eagle,Abstract eagle model with distinctive beak.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC01988-export-900x900.jpg,Parasaurolophus,Quadruped dinosaur model with large body.,Moderate,27 min.
https://origami-database.com/wp-content/uploads/DSC01985-export-900x900.jpg,Centaur,Centaur model with a humanoid head and torso and the body of a horse.,Intermediate,27 min.
https://origami-database.com/wp-content/uploads/DSC01986-export-900x900.jpg,American Turkey,Bird model with reverse-colored elements and detailed tail feathers.,Hard,1 hr. 45 min.
https://origami-database.com/wp-content/uploads/DSC01980-export-900x900.jpg,Chimera,"Winged mythological creature with the heads of a snake, lion and goat.",Intermediate,1 hr. 15 min.
https://origami-database.com/wp-content/uploads/DSC01979-export-900x900.jpg,Snake,Snake model with reverse-colored eye.,Moderate,16 min.
https://origami-database.com/wp-content/uploads/DSC01899-export-900x900.jpg,Dilophosaurus 1.8,"Standing dinosaur model with open mouth, large reverse-colored neck frill and claws and feet with three digits.",Hard,3 hr. 15 min.
https://origami-database.com/wp-content/uploads/DSC01894-export-900x900.jpg,Horse,Horse model with mane and ears.,Moderate,31 min.
https://origami-database.com/wp-content/uploads/DSC01897-export-900x900.jpg,Pelican,Standing pelican model with open beak.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC01885-export-900x900.jpg,Fortune teller,Model used in games to tell the player’s fortune by choosing colors or numbers written on the different flaps.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01888-export-900x900.jpg,Seated Lady,Abstract figure of a person with hood sitting in a rocking chair.,Moderate,21 min.
https://origami-database.com/wp-content/uploads/DSC01892-export-900x900.jpg,Brachiosaurus,Quadruped dinosaur model with long neck and distinctive head shape.,Moderate,18 min.
https://origami-database.com/wp-content/uploads/DSC01883-export-900x900.jpg,Mountain & Volcano,Conical origami model that can be modified to represent a vulcano.,Easy,6 min.
https://origami-database.com/wp-content/uploads/DSC01884-export-900x900.jpg,Cracked dinosaur egg,Model of a cracked-open dinosaur egg.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC01889-export-900x900.jpg,Ward,The default vision ward from the League of Legends video game.,Intermediate,33 min.
https://origami-database.com/wp-content/uploads/DSC01852-export-900x900.jpg,Gryposaurus,Standing dinosaur with distinctive nose.,Moderate,21 min.
https://origami-database.com/wp-content/uploads/DSC01850-export-900x900.jpg,Iguandon,Bipedal dinosaur with spike-like thumbs and toes with three digits.,Intermediate,50 min.
https://origami-database.com/wp-content/uploads/DSC01846-export-900x900.jpg,Triceratops,Dinosaur model with crest and large horns on its head.,Hard,59 min.
https://origami-database.com/wp-content/uploads/DSC01849-export-900x900.jpg,Styracosaurus,Quadruped dinosaur with six spikes extending from its neck frill and a single large horn on its nose.,Hard,59 min.
https://origami-database.com/wp-content/uploads/DSC01845-export-900x900.jpg,Prehistoric tree,Abstract tree with two branches.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC01840-export-900x900.jpg,Hadrosaurus,Bipedal dinosaur with feet with three digits and sharp claws.,Intermediate,52 min.
https://origami-database.com/wp-content/uploads/DSC01825-export-900x900.jpg,Stegosaurus,"Quadruped dinosaur with reverse-colored eye, four tail spikes and 8 plates on its back.",Hard,1 hr. 33 min.
https://origami-database.com/wp-content/uploads/DSC01835-export-900x900.jpg,Tenontosaurus,"Dinosaur model with open mouth, standing on four legs.",Intermediate,24 min.
https://origami-database.com/wp-content/uploads/DSC01832-export2-900x900.jpg,Struthiomimus,Bipedal dinosaur model with long neck and pointy head.,Intermediate,29 min.
https://origami-database.com/wp-content/uploads/DSC01831-export-900x900.jpg,Parasaurolophus,"Dinosaur model standing on two legs, with a large cranial crest.",Moderate,23 min.
https://origami-database.com/wp-content/uploads/DSC01837-export-900x900.jpg,Sphaerotholus,Bipedal dinosaur with domed head.,Intermediate,24 min.
https://origami-database.com/wp-content/uploads/DSC01804-export-900x900.jpg,Coelophysis,Spindly bipedal dinosaur model with very long neck and open mouth.,Moderate,29 min.
https://origami-database.com/wp-content/uploads/DSC01807-export-900x900.jpg,Compsognathus,Dinosaur model with open mouth and long legs and neck.,Moderate,31 min.
https://origami-database.com/wp-content/uploads/DSC01838-export-900x900.jpg,Protoceratops,Four-legged dinosaur model with large neck frill.,Moderate,28 min.
https://origami-database.com/wp-content/uploads/DSC01810-export-900x900.jpg,Snowman,"Snowman with reverse-colored hat, eyes, nose, scarf and arms.",Intermediate,50 min.
https://origami-database.com/wp-content/uploads/DSC01795-export-900x900.jpg,Standing fan,"A simple, standing fan that can be folded from a napkin.",Easy,3 min.
https://origami-database.com/wp-content/uploads/DSC01797-export-900x900.jpg,Masu box,Simple square box with open top.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC01798-export-900x900.jpg,Puffy star,3D star with five points.,Easy,3 min.
https://origami-database.com/wp-content/uploads/DSC01799-export-900x900.jpg,Star box masu,"Square box with a lid, with a star-shaped symbol.",Easy,14 min.
https://origami-database.com/wp-content/uploads/DSC01789-export-900x900.jpg,Orb Weaver,Eight-legged spider with spherical abdomen.,Hard,1 hr. 40 min.
https://origami-database.com/wp-content/uploads/DSC01776-export-900x900.jpg,Chunky Whale,Blocky origami whale model with reverse-colored ventral pleats.,Moderate,16 min.
https://origami-database.com/wp-content/uploads/DSC01788-export-900x900.jpg,Seahorse,Seahorse model with segmented tail.,Easy,12 min.
https://origami-database.com/wp-content/uploads/DSC01784-export-2-900x900.jpg,Cup,Simple cup with reverse-colored inside.,Easy,2 min.
https://origami-database.com/wp-content/uploads/DSC01780-export-900x900.jpg,Origami Austria Swan,Abstract bird model with reverse-colored head and wings.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01772-export2-900x900.jpg,Ox,Bovine model with reverse-colored horns.,Intermediate,31 min.
https://origami-database.com/wp-content/uploads/DSC01771-export-900x900.jpg,Chinese Dragon,Long dragon model with open mouth and horned head.,Intermediate,35 min.
https://origami-database.com/wp-content/uploads/DSC01774-export-900x900.jpg,Menko,Square card for playing Menko.,Moderate,7 min.
https://origami-database.com/wp-content/uploads/DSC01760-export-900x900.jpg,Rat,Standing rat model.,Intermediate,21 min.
https://origami-database.com/wp-content/uploads/DSC01782-export-900x900.jpg,Fox,Simple origami fox with reverse-colored breast.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01764-export-900x900.jpg,Tiger,Standing tiger with recognizable head.,Moderate,23 min.
https://origami-database.com/wp-content/uploads/DSC01763-export-900x900.jpg,Rabbit,Standing rabbit model with pronounced head and ears.,Moderate,24 min.
https://origami-database.com/wp-content/uploads/DSC01758-export-900x900.jpg,Club,The diamonds playing card suit.,Intermediate,17 min.
https://origami-database.com/wp-content/uploads/DSC01757-export-900x900.jpg,Heart,The hearts playing card suit.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC01755-export-900x900.jpg,Spade,The spades playing card suit.,Moderate,8 min.
https://origami-database.com/wp-content/uploads/DSC01756-export-900x900.jpg,Diamond,The diamonds playing card suit.,Moderate,5 min.
https://origami-database.com/wp-content/uploads/DSC01748-export-900x900.jpg,Deep Sea Angler Fish,"Anglerfish model with reverse-colored eyes, teeth, esca, and beard.",Hard,58 min.
https://origami-database.com/wp-content/uploads/DSC01734-export-900x900.jpg,Chameleon,Chameleon with open mouth and reverse-colored eyes.,Moderate,26 min.
https://origami-database.com/wp-content/uploads/DSC01729-export-900x900.jpg,Eastern Dragon,Long standing quadruped dragon with no wings.,Intermediate,37 min.
https://origami-database.com/wp-content/uploads/DSC01712-export-900x900.jpg,Waterbender,Model of a kneeling humanoid figure creating water.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC01753-export-900x900.jpg,Senbazuru (square),"A pattern of crane models, joined together by head, tail and wings.",Intermediate,1 hr. 36 min.
https://origami-database.com/wp-content/uploads/DSC01740-export-900x900.jpg,Lop-eared rabbit,Abstract sitting rabbit with pronounced ears and tail.,Moderate,9 min.
https://origami-database.com/wp-content/uploads/DSC01737-export-900x900.jpg,Lily,Traditional origami lily with four petals and stamen.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC01747-export-900x900.jpg,Crested bird,Abstract bird model with crested head.,Moderate,14 min.
https://origami-database.com/wp-content/uploads/DSC01745-export-900x900.jpg,Frame,A picture frame to put a photo in.,Moderate,18 min.
https://origami-database.com/wp-content/uploads/DSC01766-export-900x900.jpg,Frog,Traditional origami frog model.,Moderate,14 min.
https://origami-database.com/wp-content/uploads/DSC01702-export-900x900.jpg,Girl Figure,Standing female figure with hood and long skirt.,Intermediate,42 min.
https://origami-database.com/wp-content/uploads/DSC01727-export-900x900.jpg,Penguin,Standing 3D penguin with hollow body.,Moderate,20 min.
https://origami-database.com/wp-content/uploads/DSC01735-export-900x900.jpg,Senbazuru (line),Renzuru model of a line of cranes joined tail to wing and wing to head.,Intermediate,25 min.
https://origami-database.com/wp-content/uploads/DSC01724-export-900x900.jpg,Hokkido Squirrel,Sitting squirrel model with reverse-colored belly.,Intermediate,28 min.
https://origami-database.com/wp-content/uploads/DSC01722-export-900x900.jpg,Unicorn,"Abstract flat horned horse with reverse-colored horn, manes, tail and hooves.",Moderate,27 min.
https://origami-database.com/wp-content/uploads/DSC01619-export-900x900.jpg,Speedboat,Boat model with windshield and two rear fins.,Intermediate,10 min.
https://origami-database.com/wp-content/uploads/DSC01635-export-900x900.jpg,Dratini,Model of the serpentine Pokémon Dratini with fins on the side of its head.,Intermediate,31 min.
https://origami-database.com/wp-content/uploads/DSC01637-export-900x900.jpg,Little toad,Toad model with reverse-colored eyes and underside.,Moderate,19 min.
https://origami-database.com/wp-content/uploads/DSC01638-export2-900x900.jpg,Cat,Simple abstract sitting cat model.,Moderate,8 min.
https://origami-database.com/wp-content/uploads/DSC01618-export-900x900.jpg,Fox mask,Fox hand puppet head that can be animated.,Moderate,4 min.
https://origami-database.com/wp-content/uploads/DSC01614-export-900x900.jpg,Nargacuga,Wyvern model from the Monster Hunter series.,Intermediate,1 hr. 10 min.
https://origami-database.com/wp-content/uploads/DSC01588-export-900x900.jpg,Allosaurus,Bipedal dinosaur model with open mouth.,Moderate,21 min.
https://origami-database.com/wp-content/uploads/DSC01597-export-900x900.jpg,Senbazuru (kissing cranes),Renzuru model of four cranes joined by head.,Moderate,16 min.
https://origami-database.com/wp-content/uploads/DSC01590-export-900x900.jpg,Senbazuru (conjoined),Renzuru model of two cranes joined by wing.,Moderate,9 min.
https://origami-database.com/wp-content/uploads/DSC01593-export-900x900.jpg,Puppet,Finger puppet of a cat or a pig.,Easy,3 min.
https://origami-database.com/wp-content/uploads/DSC01586-export-900x900.jpg,Tyrannosaurus,Bipedal standing dinosaur model with characteristic short arms and open mouth.,Moderate,23 min.
https://origami-database.com/wp-content/uploads/DSC01595-export-900x900.jpg,Flapping bird,The flapping variant of the traditional origami crane.,Moderate,4 min.
https://origami-database.com/wp-content/uploads/DSC01603-export-900x900.jpg,Little frog,Round frog model with reverse-colored eyes and underside.,Moderate,14 min.
https://origami-database.com/wp-content/uploads/DSC01582-export-900x900.jpg,Darkness Dragon 2.0,"Quadruped dragon model with segmented tail, talons with three digits and large horns on its head.",Hard,2 hr. 40 min.
https://origami-database.com/wp-content/uploads/DSC01573-export-900x900.jpg,Lizard,"Plain, standing lizard model.",Moderate,20 min.
https://origami-database.com/wp-content/uploads/DSC01575-export-900x900.jpg,Spinosaurus,Standing dinosaur with large sail on its back.,Moderate,21 min.
https://origami-database.com/wp-content/uploads/DSC01569-export-900x900.jpg,Knight on horseback,Humanoid figure with lance and shield on top of a horse.,Intermediate,25 min.
https://origami-database.com/wp-content/uploads/DSC01529-export-900x900.jpg,Frog,Frog with long hind legs and open mouth.,Moderate,17 min.
https://origami-database.com/wp-content/uploads/DSC01543-export-900x900.jpg,Treehopper,Standing bug model with detailed legs and large pronotum.,Intermediate,53 min.
https://origami-database.com/wp-content/uploads/DSC01546-export-900x900.jpg,Crane,Detailed crane model with talons featuring four digits.,Hard,1 hr. 25 min.
https://origami-database.com/wp-content/uploads/DSC01532-export-900x900.jpg,Barracuda,Long fish model with distinctive head and fins.,Intermediate,58 min.
https://origami-database.com/wp-content/uploads/DSC01542-export-900x900.jpg,Spotted Ladybug,A pretty beetle model with reverse-colored head and spots.,Hard,1 hr. 20 min.
https://origami-database.com/wp-content/uploads/DSC01527-export-900x900.jpg,Froglet,"Froglet with arms, feet and tail.",Intermediate,26 min.
https://origami-database.com/wp-content/uploads/DSC01535-export-900x900.jpg,Perch,Fish model with characteristic fins.,Intermediate,23 min.
https://origami-database.com/wp-content/uploads/DSC01525-export-900x900.jpg,Tadpole with Hind Legs,Stylized tadpole model with legs.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC01523-export-900x900.jpg,Tadpole,"Simple, stylized tadpole without legs.",Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01455-export-900x900.jpg,Tiger,Abstract standing tiger model.,Moderate,11 min.
https://origami-database.com/wp-content/uploads/DSC01458-export-900x900.jpg,Dimetrodon,Prehistoric creature with large sail on its back.,Intermediate,35 min.
https://origami-database.com/wp-content/uploads/DSC01378-export-900x900.jpg,Sea crab,Standing crab model with eight legs and two pincers.,Moderate,30 min.
https://origami-database.com/wp-content/uploads/DSC01384-export-900x900.jpg,Beaver,Standing beaver model with reverse-colored teeth.,Moderate,14 min.
https://origami-database.com/wp-content/uploads/DSC01387-export-900x900.jpg,Drinking bird,Stylized basin of water and bird that takes a sip when animated.,Moderate,5 min.
https://origami-database.com/wp-content/uploads/DSC01382_export-900x900.jpg,Rose of Roses,Rose model with twist-fold base.,Moderate,14 min.
https://origami-database.com/wp-content/uploads/DSC01394-export-900x900.jpg,Fiery Dragon ver.2,Dragon model with a tail ending in three points and talons with three digits.,Hard,1 hr. 55 min.
https://origami-database.com/wp-content/uploads/DSC01375-export-900x900.jpg,Frog,A 3D frog with three-toed feet and reverse-colored throat.,Moderate,30 min.
https://origami-database.com/wp-content/uploads/DSC01370-export-900x900.jpg,Snake,Stylized snake model with reverse-colored eyes and chin.,Easy,8 min.
https://origami-database.com/wp-content/uploads/DSC01366-export-900x900.jpg,Fiery Dragon,"Long dragon with open mouth, horned head and segmented tail and neck.",Hard,1 hr. 13 min.
https://origami-database.com/wp-content/uploads/DSC01377-export-900x900.jpg,Nils on Mårten Goose 1,Stylized model of a person sitting on top of a goose.,Moderate,7 min.
https://origami-database.com/wp-content/uploads/DSC01317-export-900x900.jpg,Apatosaurus,Dinosaur model with sturdy legs and large body.,Moderate,18 min.
https://origami-database.com/wp-content/uploads/DSC01314-export-900x900.jpg,Riojasaurus,Herbivorous dinosaur model with heavy body.,Moderate,22 min.
https://origami-database.com/wp-content/uploads/DSC01313-export-900x900.jpg,Tanystropheus,Long-necked prehistoric dinosaur model.,Moderate,21 min.
https://origami-database.com/wp-content/uploads/DSC01304-export-900x900.jpg,Rhamphorynchus,"A model with long, arrow-shaped tail and large beak.",Intermediate,27 min.
https://origami-database.com/wp-content/uploads/DSC01307-export-900x900.jpg,Pterodactyl,Flying dinosaur model with pronounced cranial crest and two legs.,Intermediate,19 min.
https://origami-database.com/wp-content/uploads/DSC01302-export-900x900.jpg,Elasmosaurus,Aquatic dinosaur model with long neck.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC01296-export-900x900.jpg,Tato,A 8-sided coin purse or octagonal envelope.,Moderate,9 min.
https://origami-database.com/wp-content/uploads/DSC01285-export-900x900.jpg,Windmill,Windmill model with alternating sail colors.,Easy,3 min.
https://origami-database.com/wp-content/uploads/DSC01295-export-900x900.jpg,Pterodactylus,Flying dinosaur model with reverse-colored eyes.,Moderate,24 min.
https://origami-database.com/wp-content/uploads/DSC01287-export-900x900.jpg,Pteranodon,Flying dinosaur with a distinctive cranial crest.,Intermediate,25 min.
https://origami-database.com/wp-content/uploads/DSC01269-export-900x900.jpg,Hermit crab,"This model has pronounced eyes, four legs and two claws.",Moderate,19 min.
https://origami-database.com/wp-content/uploads/DSC01276-export-900x900.jpg,Kimono,One-sided kimono model.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01279-export-900x798.jpg,Water lily,Four-petalled single-colored water lily.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC01262-export-900x900.jpg,Triceratops,Standing model with two pronounced horns.,Intermediate,36 min.
https://origami-database.com/wp-content/uploads/DSC01267-export-900x900.jpg,Orca (Killer Whale),One-sided model with reverse colored belly.,Moderate,16 min.
https://origami-database.com/wp-content/uploads/DSC01256-export-900x900.jpg,Kissing fish,The lips of this fish move when the model is squeezed.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC01250-export-900x900.jpg,Labrador,A standing dog model.,Intermediate,41 min.
https://origami-database.com/wp-content/uploads/DSC01244-export-900x900.jpg,Stand,Origami stand that can be used to display models on.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC01222-export-900x900.jpg,Turtle,Turtle with a four-segmented shell.,Moderate,13 min.
https://origami-database.com/wp-content/uploads/DSC01238-export-900x900.jpg,Wasp,Standing six-legged 3D model with segmented abdomen.,Intermediate,1 hr. 5 min.
https://origami-database.com/wp-content/uploads/DSC01215-export-900x900.jpg,Pajarito,The icon of Spanish origami. Pajarito means ‘small bird’ in Spanish.,Moderate,4 min.
https://origami-database.com/wp-content/uploads/DSC01213-export-900x900.jpg,Walking crab,Stylized crab that wiggles when tapped on a side.,Moderate,7 min.
https://origami-database.com/wp-content/uploads/DSC01217-export-900x900.jpg,Crane,The traditional origami crane.,Moderate,5 min.
https://origami-database.com/wp-content/uploads/DSC01203-export-900x900.jpg,Crown,A crown with 8 points.,Easy,5 min.
https://origami-database.com/wp-content/uploads/DSC01195-export-900x900.jpg,Boat,The traditional origami boat model.,Easy,2 min.
https://origami-database.com/wp-content/uploads/DSC01198-export-900x900.jpg,Frog,A stylized sitting frog.,Moderate,13 min.
https://origami-database.com/wp-content/uploads/DSC01180-export-900x900.jpg,Christmas tree,Multi-sheet christmas tree with segmented foliage.,Moderate,1 hr. 5 min.
https://origami-database.com/wp-content/uploads/DSC01183-export-900x900.jpg,Kneeling Mary,Kneeling model of the Christian figure.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01184-export-900x900.jpg,Joseph,Standing model of the Christian figure.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01182-export-900x900.jpg,Palm tree 2,An abstract palm tree made from two sheets.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC01186-export-900x900.jpg,Donkey,Standing model with reverse-colored underside and snout.,Intermediate,44 min.
https://origami-database.com/wp-content/uploads/DSC01175-export-900x900.jpg,Bullfrog,3D frog model with open mouth and reverse-colored underside.,Intermediate,50 min.
https://origami-database.com/wp-content/uploads/DSC01172-export-900x900.jpg,Grass,A patch of grassy leaves.,Moderate,5 min.
https://origami-database.com/wp-content/uploads/DSC01160-export-900x900.jpg,Ghost,Humanoid figure with long cowl and stretched out arms.,Moderate,13 min.
https://origami-database.com/wp-content/uploads/DSC01170-export-900x900.jpg,Snail,3D snail model with large spiral shell.,Intermediate,27 min.
https://origami-database.com/wp-content/uploads/DSC01157-export-900x900.jpg,Cat,Sitting cat with reverse-colored breast and nose.,Moderate,17 min.
https://origami-database.com/wp-content/uploads/DSC01166-export-900x900.jpg,Spider,Two-piece spider model with inflated 3D body.,Moderate,23 min.
https://origami-database.com/wp-content/uploads/DSC01149-export-900x900.jpg,Chopstick Duck,Simple duck made from a chopstick wrapper.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01152-export-900x900.jpg,Mother and Child,Model of a woman with reverse-colored skirt cradling a baby.,Intermediate,45 min.
https://origami-database.com/wp-content/uploads/DSC01142-export-900x900.jpg,Giraffe,"Standing, long-necked model.",Intermediate,22 min.
https://origami-database.com/wp-content/uploads/DSC01146-export-900x900.jpg,Harp seal pup,"Hollow model with reverse-colored eyes, nose and whiskers.",Intermediate,52 min.
https://origami-database.com/wp-content/uploads/DSC01096-export-900x900.jpg,Lizard,Standing lizard with reverse-colored eyes.,Moderate,18 min.
https://origami-database.com/wp-content/uploads/DSC01095-export-900x900.jpg,Cerberus,The three-headed hound of Hades from Greek mythology.,Intermediate,1 hr. 30 min.
https://origami-database.com/wp-content/uploads/DSC01085-export-900x900.jpg,Woodlouse,A simple segmented bug with two antennae.,Moderate,5 min.
https://origami-database.com/wp-content/uploads/DSC01080-export-900x900.jpg,Cicada,Traditional stylized cicada model with reverse-colored stripe.,Easy,3 min.
https://origami-database.com/wp-content/uploads/DSC01083-export-900x900.jpg,Rabbit,Stylized rabbit model with long pointy ears.,Easy,4 min.
https://origami-database.com/wp-content/uploads/DSC01069-export-900x900.jpg,Robin,3D model of a standing Robin with reverse-colored breast and legs.,Intermediate,30 min.
https://origami-database.com/wp-content/uploads/DSC01065-export-900x900.jpg,Snail on a leaf,Two-piece scene of a double-colored snail on a simple leaf.,Moderate,15 min.
https://origami-database.com/wp-content/uploads/DSC01060-export-900x900.jpg,Bird,Single colored standing bird with layered wings.,Moderate,10 min.
https://origami-database.com/wp-content/uploads/DSC01046-export-900x900.jpg,Three-Headed Standing Dragon,"Standing on two legs, this three-headed dragon has two sharp claws.",Intermediate,1 hr.
https://origami-database.com/wp-content/uploads/DSC01038-export-900x900.jpg,Winged Lion,Standing winged lion with large mane.,Intermediate,30 min.
https://origami-database.com/wp-content/uploads/DSC01051-export-1-900x900.jpg,Shield,A shield with large checkered pattern and a point on the top.,Easy,3 min.
https://origami-database.com/wp-content/uploads/DSC01032-export-900x900.jpg,Wyvern,Bipedal wyvern with arrow-tipped tail and five spikes on its head.,Intermediate,45 min.
https://origami-database.com/wp-content/uploads/DSC01030-export-900x900.jpg,Wizard,Robed wizard with pointy hat and long beard.,Moderate,20 min.
https://origami-database.com/wp-content/uploads/DSC01044-export-900x900.jpg,Sloth,Sloth model hanging from its paws.,Moderate,30 min.
